,Process,Accepted,Inclusion_Rate,Adaptation_Rate,Cost,Frequency,Purchased,Rides,Ending_Position,Starting_Position,Value
6414,International Investment Team,1,14,3,121.12,607,392.1,7,"[40.74251938, -73.99954987]","[40.71915817, -73.98174286]",35
6415,International Investment Team,1,34,51,169.568,374,855.9,23.5,"[40.7470932, -73.98554993]","[40.74076843, -73.97890472]",45
6416,International Investment Team,1,35,54,532.928,674,229.1,32,"[40.75030136, -73.99487305]","[40.78115082, -73.9495697]",30
6417,International Management Group,0,66,17,36.336,198,95,4,"[40.79078293, -73.9684906]","[40.7796402, -73.98082733]",22
6418,International Management Group,1,74,66,290.688,769,691.45,25.5,"[40.77203751, -73.95623016]","[40.77873993, -73.95822906]",50
6419,International Management Group,1,75,88,242.24,259,713.45,27.5,"[40.73994446, -74.00513458]","[40.76107025, -73.93569946]",35
6420,International Management Group,0,98,97,121.12,55,133.25,11,"[40.70693588, -74.00736237]","[40.75120163, -73.99398041]",32
6421,International Management Group,1,39,32,375.472,585,786.25,14.5,"[40.7603035, -73.98752594]","[40.74206924, -74.00806427]",36
6422,International Management Group,0,65,37,145.344,250,327.4,22.5,"[40.74251938, -73.99954987]","[40.7469101, -73.98074341]",24
6423,International Management Group,0,86,5,145.344,803,831,3.5,"[40.7358551, -74.00152588]","[40.76044846, -73.99504089]",60
6424,International Management Group,0,87,55,157.456,15,9,41.5,"[40.7470932, -73.98554993]","[40.75932312, -73.99577332]",51
6425,International Management Group,0,96,53,266.464,674,854.65,18,"[40.787765500000006, -73.94934845]","[40.74047852, -73.98930359]",29
6426,International Management Group,1,87,4,290.688,395,282.3,2,"[40.74425125, -73.99568939]","[40.75986481, -73.97226715]",30
6427,International Management Group,0,45,13,278.576,694,801.75,26.5,"[40.76055527, -73.97976685]","[40.71841049, -74.01052094]",33
6428,International Management Group,0,21,63,314.912,64,87.45,13,"[40.77645874, -73.97589111]","[40.74574661, -73.98451996]",27
6429,International Management Group,1,57,22,84.784,747,524.05,4.5,"[40.84856033, -73.9387207]","[40.76461792, -73.98136139]",24
6430,International Management Group,1,11,6,169.568,833,113,41.5,"[40.79871368, -73.96331024]","[40.77806854, -73.95677185]",37
6431,International Management Group,1,28,94,169.568,400,284.65,4.5,"[40.74135971, -73.98916626]","[40.74805832, -73.98428345]",49
6432,International Management Group,0,92,51,290.688,871,576.15,1,"[40.71620178, -74.01474762]","[40.7797699, -73.95050049]",46
6433,International Management Group,0,78,10,532.928,152,537.55,4,"[40.74802017, -73.98296356]","[40.76428223, -73.9617157]",29
6434,International Management Group,0,28,50,472.368,310,987.75,16,"[40.76871109, -73.98545837]","[40.77469635, -73.98210144]",53
6435,International Management Group,1,43,17,448.144,405,412.6,6.5,"[40.83986664, -73.93864441]","[40.7439003, -73.99939728]",33
6436,International Management Group,0,45,10,266.464,25,200.7,23.5,"[40.7470932, -73.98554993]","[40.79573059, -73.97415924]",35
6437,International Management Group,0,88,78,145.344,844,581.4,22.5,"[40.79618835, -73.93535614]","[40.72389221, -73.99133301]",49
6438,International Management Group,1,71,73,436.032,475,71.65,8,"[40.77203369, -73.94992065]","[40.71460724, -74.01483917]",36
6439,International Management Group,0,15,16,302.8,672,550.25,26,"[40.86204910000001, -73.90930939]","[40.79247284, -73.94605255]",55
6440,International Management Group,1,60,33,60.56,876,703.85,6,"[40.80897141, -73.94455719]","[40.74929047, -73.99230194]",50
6441,International Management Group,0,74,31,339.136,171,960.95,44.5,"[40.78892517, -73.95027161]","[40.77247620000001, -73.98202515]",55
6442,International Management Group,0,50,16,145.344,735,262.9,44,"[40.69191742, -73.92458344]","[40.75571823, -73.9729538]",36
6443,International Management Group,1,96,52,423.92,330,218.25,14.5,"[40.76374435, -73.97599029999999]","[40.73817062, -73.99861145]",51
6444,International Management Group,0,52,14,12.112,826,762.8,19,"[40.73636627, -73.98124695]","[40.72017288, -73.99906921]",24
6445,International Management Group,0,73,13,12.112,496,74,27,"[40.71276093, -74.00975037]","[40.80104065, -73.96527863]",49
6446,International Management Group,0,41,62,496.592,80,559,3.5,"[40.71913147, -74.00527191]","[40.78115082, -73.9495697]",52
6447,International Management Group,0,56,32,484.48,829,436.9,31.5,"[40.78598404, -73.94567108]","[0.0, 0.0]",38
6448,International Management Group,0,97,72,278.576,900,535.15,34.5,"[40.75656128, -73.97338867]","[40.72890854, -73.98139191]",35
6449,International Management Office,0,1,16,423.92,322,342.15,28,"[40.71913147, -74.00527191]","[40.74933243, -73.97954559]",43
6450,International Management Office,1,84,44,411.808,788,820.85,19,"[40.76163864, -73.96833038]","[40.75770187, -73.98223877]",31
6451,International Management Office,1,19,51,302.8,367,969.35,20,"[40.73403168, -73.99907684]","[40.80292892, -73.93352509]",37
6452,International Management Office,1,84,46,121.12,841,536.65,2.5,"[40.76177216, -73.97306061]","[40.73851013, -73.99958038]",32
6453,International Management Office,0,65,39,133.232,583,378.8,9.5,"[40.74077988, -73.97618866]","[40.73199463, -73.99425507]",40
6454,International Management Office,0,61,29,302.8,478,593.35,19,"[40.70798111, -74.01556396]","[40.76850891, -73.96987152]",31
6455,International Management Office,0,74,27,278.576,44,890.05,10,"[40.73403168, -73.99907684]","[40.7429924, -73.97399902]",42
6456,International Management Office,0,74,96,399.696,464,955.05,31,"[40.75894165, -73.91217041]","[40.72647095, -73.99420166]",60
6457,International Management Office,0,52,75,314.912,381,692.7,35.5,"[40.75545883, -73.97733307]","[40.76317978, -73.97831726]",54
6458,International Management Office,0,38,76,399.696,771,0.85,36.5,"[40.71485901, -74.01133728]","[40.74982071, -73.99523926]",56
6459,International Management Office,0,62,84,254.352,3,154.65,34,"[40.75179672, -74.00448608]","[40.71857834, -73.99199677]",56
6460,International Management Office,0,15,72,339.136,63,149.5,15.5,"[40.78598404, -73.94567108]","[40.6440506, -73.78713989]",45
6461,International Management Office,0,52,24,496.592,581,98.35,18,"[40.72024155, -74.01009369]","[40.77375412, -73.87276459]",58
6462,International Management Office,0,92,41,314.912,276,641.5,22,"[40.74872208, -73.98751831]","[0.0, 0.0]",34
6463,International Management Office,0,61,64,60.56,817,112,35.5,"[40.71392059, -74.01409912]","[40.74491501, -73.99783325]",36
6464,International Management Office,1,48,4,290.688,839,319.35,36.5,"[40.78534698, -73.96938324]","[40.78190994, -73.95574188]",27
6465,International Management Office,1,48,14,193.792,209,336.5,36.5,"[40.7470932, -73.98554993]","[40.64476013, -73.78192139]",24
6466,International Management Office,1,18,97,351.248,596,499.4,33.5,"[40.75115967, -73.99086761]","[40.77469635, -73.98210144]",58
6467,International Management Office,0,70,44,218.016,825,257.75,12.5,"[40.79439545, -73.96643829]","[40.76818085, -73.98413849]",54
6468,International Management Office,1,53,75,520.816,526,878.55,17.5,"[40.71603775, -74.01580811]","[40.73036957, -74.00226593]",55
6469,International Management Office,1,65,74,84.784,648,772.3,5,"[40.7603035, -73.98752594]","[40.76839066, -73.98168945]",25
6470,International Management Office,1,1,31,363.36,335,442.75,14,"[40.72943497, -73.98983765]","[40.74432373, -73.98726654]",20
6471,International Management Office,0,79,18,363.36,541,113.85,16,"[40.75130081, -74.00794983]","[40.72400284, -73.99771118]",44
6472,International Management Office,1,34,93,133.232,741,205.65,10.5,"[40.80675507, -73.96468353]","[40.73667526, -73.99741364]",42
6473,International Management Office,0,78,58,448.144,135,959.15,1.5,"[40.74077988, -73.97618866]","[40.75837708, -73.97644806]",46
6474,International Management Office,0,18,30,181.68,719,388.55,10,"[40.78369141, -73.97364807]","[40.74690247, -73.99336243]",42
6475,International Management Office,1,75,33,411.808,338,241.55,1,"[40.79439545, -73.96643829]","[40.746521, -73.97254944]",49
6476,International Management Office,0,76,24,60.56,235,795.6,32.5,"[40.70693588, -74.00736237]","[40.75666046, -73.97434235]",50
6477,International Management Office,0,42,7,205.904,788,448.2,4,"[40.75054932, -73.99459076]","[0.0, 0.0]",57
6478,International Management Office,0,26,33,230.128,381,368.5,41.5,"[40.76815033, -73.95645142]","[40.73460007, -73.99897003]",39
6479,International Management Office,0,62,38,12.112,36,386.9,30,"[40.80495834, -73.93888855]","[40.74156952, -74.00348663]",53
6480,International Management Office,0,71,33,169.568,447,260.55,32.5,"[40.73240662, -73.98184204]","[40.75601196, -73.97149658]",60
6481,International Management Office,1,22,82,169.568,687,959.9,15.5,"[40.73498154, -73.99124146]","[40.79764175, -73.97100067]",52
6482,International Management Office,1,8,59,327.024,702,97.8,34,"[40.76285172, -73.96546173]","[40.74156952, -74.00348663]",43
6483,International Management Office,0,88,37,278.576,46,852.85,30,"[40.70491791, -74.0172348]","[40.74304962, -73.9801178]",57
6484,International Management Process,0,84,69,254.352,502,337.3,17,"[40.758903499999995, -73.97261047]","[40.73469543, -73.99037170000001]",25
6485,International Management Process,0,9,39,520.816,19,226.1,32,"[40.7555809, -73.92842102]","[0.0, 0.0]",59
6486,International Management Process,1,82,32,436.032,612,51.7,7,"[40.76054382, -73.96749878]","[40.73851013, -73.99958038]",38
6487,International Management Process,0,70,4,12.112,522,422.45,28,"[40.81517029, -73.94747925]","[40.73526001, -73.99387359999999]",41
6488,International Management Process,1,100,85,363.36,595,180.9,33,"[40.75608063, -73.97059631]","[40.79436111, -73.94271088]",39
6489,International Management Process,0,36,68,351.248,303,91.35,16.5,"[40.71307373, -74.01493073]","[40.7295723, -73.97856903]",26
6490,International Management Process,1,40,44,230.128,828,651.5,37,"[40.74143982, -73.9937973]","[40.72153854, -73.9890213]",47
6491,International Management Process,0,93,18,423.92,313,505.85,36.5,"[40.81656265, -73.88846588]","[40.77168655, -73.98213959]",35
6492,International Management Process,0,71,98,121.12,657,457.4,23,"[40.78177261, -73.97206116]","[40.71509171, -74.01598358]",47
6493,International Management Process,1,16,85,109.008,276,49.7,18,"[40.76414871, -73.99214935]","[40.71709061, -73.99549103]",42
6494,International Management Process,0,71,11,351.248,158,497.2,14.5,"[40.7624855, -73.97445679]","[40.75671387, -73.99394226]",24
6495,International Management Process,0,12,7,399.696,351,674.7,3.5,"[40.75366211, -73.9664917]","[0.0, 0.0]",41
6496,International Management Process,1,17,59,72.672,373,627.85,28,"[40.74729156, -73.99324036]","[40.77168655, -73.98213959]",49
6497,International Management Process,1,42,93,169.568,161,62.75,23.5,"[40.753944399999995, -73.99203491]","[40.75106049, -73.97462463]",51
6498,International Management Process,0,92,70,436.032,158,965.95,29,"[40.74522018, -74.00219727]","[40.71709061, -73.99549103]",50
6499,International Management Process,0,42,66,242.24,632,927.8,27.5,"[40.72151566, -73.98368835]","[40.73667526, -73.99741364]",32
6500,International Management Process,0,98,17,169.568,662,21.7,30.5,"[40.77848053, -73.95339966]","[40.7342186, -73.99903107]",49
6501,International Management Process,0,98,23,84.784,495,348.6,3,"[40.74438858, -73.97486877]","[40.77168655, -73.98213959]",21
6502,International Management Process,0,7,59,193.792,87,443.95,36.5,"[0.0, 0.0]","[40.75600815, -73.96777344]",56
6503,International Management Process,1,41,80,145.344,815,713.4,31,"[40.80495834, -73.93888855]","[40.7522583, -73.97512054]",54
6504,International Management Process,1,41,24,351.248,191,70.3,39.5,"[40.80897141, -73.94455719]","[40.75522232, -73.99271393]",25
6505,International Management Process,0,98,79,278.576,171,35.7,11,"[40.674392700000006, -73.95662689]","[40.75770187, -73.98223877]",24
6506,International Management Process,1,11,45,181.68,368,77.15,40.5,"[40.73482132, -73.98304749]","[40.78274536, -73.95953369]",59
6507,International Management Process,1,53,60,36.336,267,273.1,8,"[40.73994446, -74.00513458]","[40.71743774, -74.01063538]",21
6508,International Management Process,0,45,55,96.896,4,28.4,3,"[40.72634125, -74.00235748]","[40.73095322, -73.98578644]",35
6509,International Management Process,0,32,10,48.448,364,646.55,37,"[40.74300766, -73.89084625]","[40.7063179, -74.01686096]",34
6510,International Management Process,0,49,51,460.256,312,956.5,31.5,"[40.85154724, -73.91590118]","[40.7207489, -73.99739838]",20
6511,International Management Process,1,23,0,496.592,347,544.05,40,"[40.71446991, -74.01582336]","[40.75932312, -73.99577332]",51
6512,International Management Process,1,51,45,520.816,431,222.9,19,"[40.74520874, -73.99134827]","[40.74156952, -74.00348663]",46
6513,International Management Product,0,87,3,60.56,741,180.9,11.5,"[40.75553894, -73.97975159]","[40.75381088, -73.98825836]",33
6514,International Management Product,1,6,53,169.568,412,40.1,36.5,"[40.74411392, -73.98136139]","[40.76407242, -73.97333527]",21
6515,International Management Product,0,68,10,302.8,15,836.65,36.5,"[40.79618835, -73.93535614]","[40.75455856, -73.99165344]",40
6516,International Management Product,1,22,77,339.136,189,506.25,38.5,"[40.74871063, -73.973526]","[40.77607727, -73.9622345]",31
6517,International Management Product,1,20,69,157.456,735,895.15,9.5,"[40.86204910000001, -73.90930939]","[40.75455856, -73.99165344]",53
6518,International Management Product,1,84,72,363.36,680,74.8,4.5,"[40.72816086, -73.99926758]","[40.79478073, -73.97190094]",56
6519,International Management Product,0,57,24,423.92,509,446.25,13.5,"[40.82293320000001, -73.95064545]","[40.77317429, -73.95517731]",30
6520,International Management Product,0,60,36,351.248,653,574.35,18,"[40.74251938, -73.99954987]","[40.75228119, -73.97776031]",28
6521,International Management Product,0,54,25,181.68,552,39.7,1,"[40.73819733, -73.98422241]","[40.72658920000001, -73.98916626]",24
6522,International Management Product,0,49,3,532.928,373,64.85,36.5,"[40.841232299999994, -73.9400177]","[40.72983551, -73.99944305]",33
6523,International Management Product,1,82,18,72.672,739,445.5,39.5,"[40.72024155, -74.01009369]","[0.0, 0.0]",27
6524,International Management Product,0,26,32,266.464,170,872.5,40,"[40.80493164, -73.96251678]","[40.73696136, -73.99713135]",27
6525,International Management Product,1,68,100,472.368,345,839.7,32,"[40.75894165, -73.91217041]","[40.73963928, -74.00257874]",26
6526,International Management Product,0,63,14,205.904,541,301.35,16,"[40.85154724, -73.91590118]","[40.71846008, -74.00520325]",37
6527,International Management Product,1,40,52,12.112,272,223.1,28.5,"[40.758514399999996, -73.97726440000001]","[40.77607727, -73.9622345]",22
6528,International Management Product,1,81,66,157.456,599,871.45,19,"[40.76374435, -73.97599029999999]","[40.74716568, -73.98508453]",38
6529,International Management Product,0,65,78,169.568,867,374.35,7.5,"[40.70281219, -73.90223694]","[40.75286102, -73.93270874]",30
6530,International Management Product,1,20,44,508.704,569,754.8,36,"[40.78534698, -73.96938324]","[40.75106049, -73.97462463]",50
6531,International Management Product,1,7,28,363.36,358,335.8,23,"[40.73994827, -73.98949432]","[40.73469543, -73.99037170000001]",39
6532,International Management Product,1,34,80,496.592,872,323.35,12.5,"[40.76442719, -73.97344208]","[40.67211533, -73.95303345]",20
6533,International Management Product,0,88,81,436.032,386,876.5,1,"[40.7491684, -73.99124908]","[40.7439003, -73.99939728]",44
6534,International Management Product,1,32,92,351.248,375,407.8,3,"[40.85139084, -73.94156647]","[40.74716568, -73.98508453]",52
6535,International Management Product,1,11,11,266.464,660,967.3,29,"[40.753944399999995, -73.99203491]","[40.70991135, -74.01615143]",39
6536,International Management Product,0,60,70,278.576,136,533.05,10.5,"[40.75764084, -73.96361542]","[40.75228119, -73.97776031]",52
